"","filename","topic1ToTopic2","topic2ToTopic3"
"1","Doc01.txt",1.06353240152478,2.61461794019934
"2","Doc02.txt",1.20659971305595,4.6158940397351
"3","Doc03.txt",3.82644628099174,1.22222222222222
"4","Doc04.txt",4.55555555555556,1.23529411764706
"5","Doc05.txt",2.94888178913738,1.55721393034826
"6","Doc06.txt",1.8286252354049,2.87027027027027
"7","Doc07.txt",2.38536585365854,3.15384615384615
"8","Doc08.txt",4.55844155844156,1.43122676579926
"9","Doc09.txt",4.82578397212544,1
"10","Doc10.txt",4.25146198830409,1.48695652173913
"11","Doc11.txt",3.9267461669506,1.97643097643098
"12","Doc12.txt",3.29387755102041,1.08888888888889
"13","Doc13.txt",4.48760330578512,3.1025641025641
"14","Doc14.txt",9.88549618320611,1.15929203539823
"15","Doc15.txt",2.74216027874564,2.06474820143885
"16","Doc16.txt",4.05263157894737,1.25149700598802
"17","Doc17.txt",4.6,1.15384615384615
"18","Doc18.txt",2.53581661891117,1.1294498381877
"19","Doc19.txt",6.98675496688742,1.18897637795276
"20","Doc20.txt",11.1603375527426,1.78195488721805
"21","Doc21.txt",10.5209580838323,1.02453987730061
"22","Doc22.txt",10.1641791044776,2.25842696629214
"23","Doc23.txt",4.05454545454545,1.01226993865031
"24","Doc24.txt",2.87192118226601,1.34437086092715
"25","Doc25.txt",2.71594202898551,1.34241245136187
"26","Doc26.txt",2.533527696793,1.07523510971787
"27","Doc27.txt",3.93333333333333,1.04651162790698
"28","Doc28.txt",1.80816326530612,2.57894736842105
"29","Doc29.txt",3.69623059866962,1.22222222222222
"30","Doc30.txt",1.10303830911493,1.08920863309353
"31","Doc31.txt",3.38674033149171,1.3021582733813
"32","Doc32.txt",1.52332657200811,1.79272727272727
"33","Doc33.txt",1.7139689578714,1.22222222222222
"34","Doc34.txt",1.54437869822485,1.14965986394558
